gene,total_wt1_IFNb,total_wt1,total_wt2_IFNb,total_wt2,total_wt3_IFNb,total_wt3,total_wt4_IFNb,total_wt4
ENSMUSG00000111833,0,0,0,0,0,0,0,0
ENSMUSG00000032292,0,0,0,0,1,0,0,0
ENSMUSG00000084913,0,0,0,0,0,0,0,0
ENSMUSG00000084847,0,0,0,0,0,0,0,0
ENSMUSG00000032289,12,11,5,16,7,2,7,10
ENSMUSG00000088090,0,0,0,0,0,1,0,0
ENSMUSG00000111296,0,0,0,0,0,0,0,0
ENSMUSG00000111065,0,0,0,0,0,0,0,0
ENSMUSG00000088550,0,0,0,0,0,0,0,0
ENSMUSG00000111761,0,1,1,0,3,0,1,1
ENSMUSG00000111809,0,0,0,0,0,0,0,0
ENSMUSG00000111667,3,4,3,0,2,2,3,3
ENSMUSG00000111512,0,0,2,2,1,0,1,2
ENSMUSG00000047766,793,573,648,354,833,114,436,536
ENSMUSG00000034839,38,25,30,6,33,7,19,18
ENSMUSG00000095956,1,0,1,0,0,0,0,1
ENSMUSG00000034485,2232,558,1885,429,1892,130,908,430
ENSMUSG00000052143,103,12,97,10,149,2,40,15
ENSMUSG00000111444,0,0,0,0,0,0,0,0
ENSMUSG00000111290,0,0,0,0,0,0,0,0
ENSMUSG00000111147,1,0,0,0,0,0,0,0
ENSMUSG00000111180,0,0,0,0,0,0,0,0
ENSMUSG00000111169,0,0,0,0,0,0,3,0
ENSMUSG00000111354,0,0,2,0,1,0,0,2
ENSMUSG00000111807,0,0,0,0,1,0,0,0
ENSMUSG00000110998,0,0,0,0,0,0,0,0
ENSMUSG00000111449,0,0,0,0,0,0,0,0
ENSMUSG00000111658,1,1,0,0,0,0,0,0
ENSMUSG00000074256,9,12,7,12,13,3,8,7
ENSMUSG00000032280,4910,4813,4589,3310,3723,1277,3912,3476
ENSMUSG00000111033,0,0,0,0,0,0,0,0
ENSMUSG00000111635,1,2,0,0,0,0,0,0
ENSMUSG00000111381,0,0,0,0,0,0,0,0
ENSMUSG00000111739,0,0,0,0,0,0,0,0
ENSMUSG00000110968,0,0,0,0,0,0,0,0
ENSMUSG00000007892,43326,46711,49866,24470,34616,11884,39105,30385
ENSMUSG00000032254,190,450,182,354,183,80,103,323
ENSMUSG00000032278,9,31,8,29,24,13,11,38
ENSMUSG00000088743,0,0,0,0,0,0,0,0
ENSMUSG00000032252,226,180,216,104,346,46,130,208
ENSMUSG00000092696,0,0,0,0,0,0,0,0
ENSMUSG00000110826,0,0,0,0,0,0,0,0
ENSMUSG00000111232,0,0,0,0,0,0,0,0
ENSMUSG00000088986,0,0,0,0,0,0,0,0
ENSMUSG00000046846,0,0,1,0,0,0,0,0
ENSMUSG00000111193,1,1,2,0,0,0,2,1
ENSMUSG00000032249,3394,2658,2840,1558,3214,498,2055,2247
ENSMUSG00000041729,2464,1777,2544,1895,2697,503,2557,1943
ENSMUSG00000084540,5,5,2,0,1,1,6,0
ENSMUSG00000032243,20,6,13,9,11,4,1,14
ENSMUSG00000111537,2,0,0,1,0,0,1,1
ENSMUSG00000032244,1421,1686,1684,1304,2404,319,1080,1623
ENSMUSG00000032245,1139,1577,1285,1255,1009,419,1090,1084
ENSMUSG00000074250,19,25,10,5,16,3,7,8
ENSMUSG00000111805,0,0,0,0,0,0,0,0
ENSMUSG00000032246,1,1,1,1,1,0,0,1
ENSMUSG00000032405,373,320,432,297,406,76,221,274
ENSMUSG00000064855,0,0,0,0,0,0,0,0
ENSMUSG00000111144,0,0,0,0,0,0,0,0
ENSMUSG00000111297,0,0,0,0,0,0,0,0
ENSMUSG00000094201,7,4,1,1,7,0,4,6
ENSMUSG00000022245,3,0,4,0,2,0,2,2
ENSMUSG00000058444,831,740,733,473,766,142,486,555
ENSMUSG00000032403,135,171,178,113,99,41,101,123
ENSMUSG00000086539,1,1,3,3,0,0,1,2
ENSMUSG00000037801,0,1,0,0,2,0,0,1
ENSMUSG00000093137,0,0,0,0,0,0,0,0
ENSMUSG00000091866,0,0,0,0,0,0,0,0
ENSMUSG00000037257,768,604,716,256,1682,157,471,627
ENSMUSG00000032402,3272,2466,2604,1483,3598,558,1931,2078
ENSMUSG00000111137,0,0,0,0,0,0,0,0
ENSMUSG00000110768,1,0,2,1,2,1,1,0
ENSMUSG00000111058,0,1,0,0,0,0,0,0
ENSMUSG00000036867,7,4,13,4,14,4,16,7
ENSMUSG00000093616,0,0,0,0,0,0,0,0
ENSMUSG00000088988,0,0,0,0,0,0,0,0
ENSMUSG00000093759,0,0,0,0,0,0,0,0
ENSMUSG00000032401,3,3,6,1,1,0,1,0
ENSMUSG00000032400,85,115,71,94,139,30,38,127
ENSMUSG00000032399,6077,5046,4472,3308,7693,942,2908,3602
ENSMUSG00000065752,1,5,1,2,2,0,3,8
ENSMUSG00000094411,0,0,0,0,0,0,0,0
ENSMUSG00000064918,9,18,5,2,9,2,9,7
ENSMUSG00000095868,9,9,6,6,13,1,8,3
ENSMUSG00000064514,0,0,0,0,0,0,0,0
ENSMUSG00000032398,78,88,73,55,65,19,36,58
ENSMUSG00000004936,4734,3094,4148,1534,6125,615,2726,2369
ENSMUSG00000093239,3,4,5,0,2,0,1,3
ENSMUSG00000111160,16,21,19,20,50,8,29,39
ENSMUSG00000035337,17,11,15,21,19,4,15,22
ENSMUSG00000032397,93,248,63,177,150,50,46,168
ENSMUSG00000088254,307,453,237,190,335,47,334,335
ENSMUSG00000032396,434,395,394,260,569,86,236,362
ENSMUSG00000036466,1043,1527,979,1219,1079,456,1225,1466
ENSMUSG00000004771,494,357,396,197,684,68,273,317
ENSMUSG00000104953,0,0,0,0,0,0,0,0
ENSMUSG00000053641,173,197,193,212,176,50,99,216
ENSMUSG00000089336,1,1,0,0,0,0,0,0
ENSMUSG00000034452,2,1,1,0,2,0,1,0
ENSMUSG00000034263,463,418,401,250,622,88,276,362
ENSMUSG00000093119,0,0,0,0,0,0,0,0
ENSMUSG00000033629,2814,2644,2665,911,4486,481,1780,1967
ENSMUSG00000032393,1565,1463,1574,1328,1774,263,786,1351
ENSMUSG00000111471,1,0,1,0,2,0,1,0
ENSMUSG00000032816,3690,3042,4291,2872,3989,828,3430,2932
ENSMUSG00000032394,72,98,77,91,66,21,71,72
ENSMUSG00000032392,92,79,84,48,78,20,65,75
ENSMUSG00000095738,243,278,181,300,269,39,283,224
ENSMUSG00000095892,114,106,62,51,82,20,97,69
ENSMUSG00000042254,1,0,0,0,1,0,0,1
ENSMUSG00000015357,218,168,199,150,323,37,126,157
ENSMUSG00000059571,0,0,0,0,0,0,0,0
ENSMUSG00000111712,3,4,1,0,3,1,3,4
ENSMUSG00000111725,0,0,0,0,1,0,0,2
ENSMUSG00000110913,0,1,0,0,1,0,0,0
ENSMUSG00000041837,657,655,711,325,803,160,409,508
ENSMUSG00000086228,2,4,8,4,7,2,5,12
ENSMUSG00000111092,1,1,1,1,2,1,1,2
ENSMUSG00000054978,5,2,5,1,2,2,3,0
ENSMUSG00000041696,108,74,70,16,118,13,49,52
ENSMUSG00000053862,0,0,0,0,0,0,0,0
ENSMUSG00000059183,121,140,104,84,151,36,92,106
ENSMUSG00000111722,4,2,4,0,3,1,0,1
ENSMUSG00000032388,2612,1518,2599,555,2789,323,1417,1036
ENSMUSG00000066510,1,0,2,0,0,2,0,1
ENSMUSG00000111818,0,0,0,0,0,0,0,0
ENSMUSG00000050721,5179,2386,5483,1271,3989,609,4495,1721
ENSMUSG00000041064,559,982,553,523,659,271,407,718
ENSMUSG00000032387,244,228,241,182,232,83,205,238
ENSMUSG00000040652,1254,1053,1353,232,1044,263,828,772
ENSMUSG00000040524,880,774,743,742,1217,206,640,879
ENSMUSG00000032386,313,203,323,179,457,53,177,249
ENSMUSG00000065387,1,0,0,1,0,0,0,0
ENSMUSG00000079915,2,2,1,0,4,1,0,0
ENSMUSG00000040204,145,514,152,329,233,77,112,358
ENSMUSG00000065301,0,0,0,0,2,0,0,1
ENSMUSG00000032384,326,260,403,212,520,64,227,314
ENSMUSG00000077385,0,0,0,0,0,0,0,1
ENSMUSG00000032383,1455,1384,1613,515,2242,374,894,1137
ENSMUSG00000039452,22,51,28,24,39,10,26,26
ENSMUSG00000032382,893,593,607,388,1036,121,449,420
ENSMUSG00000032381,244,251,251,119,523,53,166,238
ENSMUSG00000032380,90,62,98,29,83,9,39,44
ENSMUSG00000038664,1004,812,1161,730,1493,230,638,1057
ENSMUSG00000084437,0,0,0,0,0,0,0,0
ENSMUSG00000100130,2,2,6,0,2,0,0,2
ENSMUSG00000050503,28,34,44,28,38,11,22,57
ENSMUSG00000032376,409,304,422,210,596,73,275,310
ENSMUSG00000086387,0,1,1,0,2,0,0,0
ENSMUSG00000032373,20,18,17,9,19,4,8,15
ENSMUSG00000032375,258,188,236,110,334,53,138,185
ENSMUSG00000074232,5,1,5,1,6,0,3,7
ENSMUSG00000092131,0,1,5,1,0,0,3,1
ENSMUSG00000059237,0,0,0,0,0,0,0,0
ENSMUSG00000053040,40,13,50,7,25,3,19,19
ENSMUSG00000091745,0,0,3,2,1,0,1,1
ENSMUSG00000036943,219,261,245,137,453,50,161,257
ENSMUSG00000036781,1111,1076,1382,377,2257,280,640,982
ENSMUSG00000032370,174,135,168,104,153,35,75,109
ENSMUSG00000089450,0,0,0,0,0,0,0,0
ENSMUSG00000032366,1090,1059,1005,574,1417,159,530,755
ENSMUSG00000111825,0,0,0,0,0,0,0,0
ENSMUSG00000088021,0,0,0,0,0,0,0,0
ENSMUSG00000111556,0,0,0,0,0,0,0,0
ENSMUSG00000052698,2079,2051,1717,1874,3029,768,947,2229
ENSMUSG00000076379,0,0,0,0,0,0,0,0
ENSMUSG00000111412,1,3,1,0,0,1,1,2
ENSMUSG00000111819,0,0,0,0,0,0,0,0
ENSMUSG00000098937,0,0,0,0,0,0,0,0
ENSMUSG00000098446,0,0,0,0,0,0,0,0
ENSMUSG00000111272,0,0,0,0,0,0,0,0
ENSMUSG00000055125,0,3,1,2,2,1,0,0
ENSMUSG00000091956,6,2,1,3,3,0,2,2
ENSMUSG00000047990,1,3,0,0,0,0,0,1
ENSMUSG00000035284,338,302,384,318,454,76,166,334
ENSMUSG00000111841,0,0,0,0,0,1,0,0
ENSMUSG00000101345,0,0,0,0,0,0,0,0
ENSMUSG00000088810,0,0,0,0,0,0,0,0
ENSMUSG00000111562,0,0,0,0,0,0,0,0
ENSMUSG00000096639,12,13,2,0,14,1,4,6
ENSMUSG00000111303,20,29,15,18,36,4,12,20
ENSMUSG00000088587,0,0,0,0,0,0,0,0
ENSMUSG00000111404,0,0,1,2,2,0,0,0
ENSMUSG00000032238,245,215,264,230,318,35,148,199
ENSMUSG00000086648,1,1,0,0,1,0,0,0
ENSMUSG00000032235,103,102,100,93,102,27,68,90
ENSMUSG00000111621,0,0,0,0,0,1,1,0
ENSMUSG00000111484,0,0,0,0,0,0,0,0
ENSMUSG00000062874,0,0,0,0,0,0,0,1
ENSMUSG00000032231,887,513,692,201,854,99,432,372
ENSMUSG00000093042,2,0,0,0,0,1,0,0
ENSMUSG00000086399,1,4,1,0,4,2,2,1
ENSMUSG00000111096,0,0,0,0,0,0,0,0
ENSMUSG00000059246,0,0,0,1,0,0,0,1
ENSMUSG00000097623,0,0,0,0,0,0,0,0
ENSMUSG00000111286,0,0,0,0,0,0,0,0
ENSMUSG00000101555,3,5,4,1,1,6,9,4
ENSMUSG00000011958,702,543,580,360,1027,108,318,444
ENSMUSG00000033543,174,304,172,213,268,64,109,191
ENSMUSG00000032226,0,0,0,0,0,0,0,0
ENSMUSG00000111176,0,0,0,0,0,0,0,0
ENSMUSG00000111043,0,0,0,0,0,0,0,0
ENSMUSG00000032224,207,358,207,295,227,87,118,283
ENSMUSG00000077660,0,0,0,0,0,0,0,0
ENSMUSG00000032220,564,376,478,273,561,102,303,442
ENSMUSG00000093763,0,0,0,0,0,0,0,0
ENSMUSG00000032218,303,576,228,321,313,116,154,362
ENSMUSG00000032217,516,559,579,555,695,143,399,552
ENSMUSG00000065202,0,0,0,0,0,0,0,0
ENSMUSG00000088284,0,0,0,0,0,0,0,0
ENSMUSG00000094366,0,0,0,0,0,0,0,0
ENSMUSG00000064921,0,0,0,0,0,0,0,0
ENSMUSG00000032212,344,318,290,332,291,58,151,311
ENSMUSG00000042444,549,469,520,429,636,67,284,412
ENSMUSG00000074213,25,31,20,11,20,4,13,11
ENSMUSG00000054693,519,482,455,360,938,83,336,547
ENSMUSG00000032207,0,0,0,0,0,0,1,1
ENSMUSG00000087744,0,0,0,0,0,0,0,0
ENSMUSG00000096160,14,14,11,3,16,3,9,8
ENSMUSG00000111631,0,0,0,0,0,0,0,0
ENSMUSG00000032204,17,3,15,5,16,1,16,8
ENSMUSG00000111618,0,0,0,0,0,0,0,0
ENSMUSG00000111429,0,1,0,0,0,0,0,0
ENSMUSG00000013584,0,0,2,0,1,0,0,0
ENSMUSG00000111181,0,0,0,0,0,0,0,1
ENSMUSG00000032199,2485,2397,2255,1577,2952,460,1218,1778
ENSMUSG00000041361,0,4,1,0,2,0,0,1
ENSMUSG00000111815,1,0,0,0,0,0,0,1
ENSMUSG00000032232,114,73,57,51,112,8,32,54
ENSMUSG00000099220,0,0,0,0,1,0,0,0
ENSMUSG00000104467,6,4,3,2,3,1,3,6
ENSMUSG00000032228,3906,3155,4495,3135,5064,620,2204,2516
ENSMUSG00000102143,21,27,25,40,32,10,19,47
ENSMUSG00000102939,4,1,0,4,5,0,1,3
ENSMUSG00000098761,0,1,2,1,3,0,1,0
ENSMUSG00000104107,1,0,1,1,1,0,0,2
ENSMUSG00000099313,0,0,0,0,1,1,0,0
ENSMUSG00000104469,2,2,5,2,4,2,2,8
ENSMUSG00000104078,0,2,1,0,0,0,1,2
ENSMUSG00000104432,3,10,12,5,9,5,2,8
ENSMUSG00000077821,0,0,0,0,0,0,0,0
ENSMUSG00000102874,2,2,3,0,2,3,3,9
ENSMUSG00000098915,1,0,1,0,0,1,0,1
ENSMUSG00000084619,0,0,0,0,0,0,0,0
ENSMUSG00000099253,1,1,1,0,0,0,0,0
ENSMUSG00000061390,1,1,0,1,4,0,0,0
ENSMUSG00000099020,0,0,0,0,0,0,0,0
ENSMUSG00000099190,0,0,0,0,1,0,0,3
ENSMUSG00000098412,1,0,0,0,0,0,0,0
ENSMUSG00000089530,0,2,0,0,0,0,0,0
ENSMUSG00000098340,2,0,0,3,0,0,1,0
ENSMUSG00000038535,109,118,106,134,142,37,59,145
ENSMUSG00000098492,0,3,3,1,0,1,0,2
ENSMUSG00000098893,0,0,0,1,0,0,1,2
ENSMUSG00000102225,1,1,1,1,0,0,0,3
ENSMUSG00000103133,2,4,1,1,5,0,1,4
ENSMUSG00000103388,1,3,2,2,3,0,2,4
ENSMUSG00000097211,0,0,0,0,0,0,0,0
ENSMUSG00000102925,0,0,0,0,0,0,0,0
ENSMUSG00000098959,0,0,0,0,0,0,0,0
ENSMUSG00000098801,0,0,0,0,0,0,0,0
ENSMUSG00000099019,0,0,0,0,1,0,0,0
ENSMUSG00000032221,143,210,145,159,121,48,86,210
ENSMUSG00000103445,5,9,4,7,2,7,3,6
ENSMUSG00000098778,0,0,0,0,0,0,0,0
ENSMUSG00000090626,34,39,37,24,38,5,17,31
ENSMUSG00000095555,0,0,0,0,0,0,0,2
ENSMUSG00000096986,3,4,4,8,2,0,3,2
ENSMUSG00000037674,397,423,443,537,517,113,240,477
ENSMUSG00000099310,0,0,0,0,0,0,0,0
ENSMUSG00000102672,0,0,1,1,0,2,0,2
ENSMUSG00000098275,0,1,2,2,3,1,0,0
ENSMUSG00000099051,0,0,0,0,0,0,0,0
ENSMUSG00000098573,0,0,0,0,0,0,0,0
ENSMUSG00000064735,0,1,0,0,0,0,0,0
ENSMUSG00000032216,6353,7271,6974,9037,7409,1821,3619,8383
ENSMUSG00000104273,6,7,3,10,15,1,1,15
ENSMUSG00000102573,9,5,16,16,16,4,6,10
ENSMUSG00000104066,0,2,1,1,4,1,0,4
ENSMUSG00000102411,43,61,65,48,75,19,41,100
ENSMUSG00000098294,0,0,0,0,0,0,0,0
ENSMUSG00000036030,141,132,141,148,178,51,123,170
ENSMUSG00000098471,0,0,0,2,0,1,0,0
ENSMUSG00000102971,1,2,2,0,3,1,1,2
ENSMUSG00000102330,6,6,8,1,4,2,1,7
ENSMUSG00000034910,169,227,254,249,225,49,121,220
ENSMUSG00000092192,0,0,0,0,0,0,0,0
ENSMUSG00000089865,0,0,0,0,0,0,0,0
ENSMUSG00000096559,0,0,0,0,0,0,0,0
ENSMUSG00000102797,0,0,0,0,0,0,0,0
ENSMUSG00000086158,151,103,112,86,83,21,121,84
ENSMUSG00000034563,2,2,3,4,4,0,5,0
ENSMUSG00000098589,0,0,0,0,0,0,0,1
ENSMUSG00000079469,144,169,173,172,166,50,87,165
ENSMUSG00000102305,7,4,12,9,6,1,3,8
ENSMUSG00000098332,103,95,90,75,95,21,68,77
ENSMUSG00000032202,3,1,0,2,3,0,2,3
ENSMUSG00000098468,0,0,0,0,0,0,0,0
ENSMUSG00000092622,0,0,0,0,0,0,0,0
ENSMUSG00000092310,0,0,0,0,0,0,0,0
ENSMUSG00000032215,526,629,459,214,791,124,364,382
ENSMUSG00000103556,1,0,0,0,2,0,1,2
ENSMUSG00000066478,0,0,0,0,0,0,0,0
ENSMUSG00000098875,0,0,0,0,0,0,0,0
ENSMUSG00000062151,0,5,1,4,1,1,0,0
ENSMUSG00000103832,0,0,0,0,0,0,0,0
ENSMUSG00000099064,0,0,0,0,0,0,0,0
ENSMUSG00000084426,0,0,0,0,0,0,0,0
ENSMUSG00000103202,0,0,0,0,0,0,0,0
ENSMUSG00000095631,0,0,0,1,0,0,0,0
ENSMUSG00000044976,3,4,7,0,7,1,3,4
ENSMUSG00000084725,0,0,0,0,0,0,0,0
ENSMUSG00000098313,0,0,0,0,0,0,0,0
ENSMUSG00000101526,0,0,0,0,0,0,0,0
ENSMUSG00000098748,0,0,0,0,0,0,0,0
ENSMUSG00000098272,0,0,0,0,0,0,0,0
ENSMUSG00000088635,0,0,0,0,0,0,0,0
ENSMUSG00000066477,0,0,0,0,0,0,0,0
ENSMUSG00000093662,0,0,0,0,0,0,0,0
ENSMUSG00000101596,0,0,0,0,0,0,0,0
ENSMUSG00000043013,2,3,3,5,0,0,7,3
ENSMUSG00000034858,844,491,819,519,891,107,443,497
ENSMUSG00000007656,901,902,748,578,1173,201,508,718
ENSMUSG00000111027,0,1,1,2,1,0,1,1
ENSMUSG00000034593,1138,995,1059,1096,1363,231,642,1148
ENSMUSG00000090001,0,0,1,0,1,1,0,0
ENSMUSG00000089651,0,4,0,1,1,0,0,0
ENSMUSG00000033590,2,3,2,0,1,0,1,0
ENSMUSG00000032192,749,587,729,189,985,146,415,382
ENSMUSG00000111348,21,33,21,26,16,3,12,29
ENSMUSG00000110824,2,2,2,3,3,1,3,1
ENSMUSG00000032191,0,0,0,0,0,1,0,1
ENSMUSG00000042688,697,771,711,867,953,134,420,666
ENSMUSG00000111545,0,0,0,0,0,0,0,0
ENSMUSG00000111495,1,0,1,0,0,0,0,0
ENSMUSG00000097021,4,4,12,4,3,2,4,7
ENSMUSG00000042487,1001,780,912,554,754,157,458,542
ENSMUSG00000109032,3,9,3,9,9,1,2,8
ENSMUSG00000058587,366,249,290,182,460,75,198,219
ENSMUSG00000111228,0,0,0,0,0,0,0,0
ENSMUSG00000032186,779,1140,1006,926,1174,253,464,1253
ENSMUSG00000110895,2,5,3,2,6,1,0,10
ENSMUSG00000032184,312,408,312,276,329,99,207,337
ENSMUSG00000032181,471,499,414,364,398,121,254,440
ENSMUSG00000102176,0,1,0,2,0,0,0,1
ENSMUSG00000098232,11,13,7,6,18,7,8,12
ENSMUSG00000032179,0,0,0,0,0,0,0,0
ENSMUSG00000110817,0,0,0,0,0,0,0,0
ENSMUSG00000097836,0,0,0,0,0,0,0,0
ENSMUSG00000105435,0,0,0,0,0,0,0,0
ENSMUSG00000111119,1,0,0,0,0,0,0,0
ENSMUSG00000093025,0,0,0,0,0,0,0,0
ENSMUSG00000007908,5,1,0,1,6,0,2,1
ENSMUSG00000103354,0,0,0,0,0,0,0,0
ENSMUSG00000059383,0,0,0,0,0,0,0,0
ENSMUSG00000032360,1,0,0,1,1,0,0,0
ENSMUSG00000098894,0,0,0,0,0,0,0,0
ENSMUSG00000032358,1,0,1,0,0,0,0,0
ENSMUSG00000098335,0,0,0,0,0,0,0,0
ENSMUSG00000098924,0,0,0,0,0,0,0,0
ENSMUSG00000077144,0,0,0,0,0,0,0,0
ENSMUSG00000111222,0,0,0,0,0,0,0,0
ENSMUSG00000099239,0,0,0,0,0,0,0,0
ENSMUSG00000084502,3,4,4,5,1,0,0,0
ENSMUSG00000110839,0,0,0,0,0,0,0,0
ENSMUSG00000098888,0,0,0,0,0,0,0,0
ENSMUSG00000032357,0,0,0,0,0,0,0,0
ENSMUSG00000098333,0,0,0,0,0,0,0,0
ENSMUSG00000098370,0,0,0,0,0,0,1,1
ENSMUSG00000099138,0,0,0,0,0,0,0,0
ENSMUSG00000032355,4,6,3,0,3,1,1,5
ENSMUSG00000098668,0,0,0,0,0,0,0,0
ENSMUSG00000102783,0,0,1,0,0,0,0,0
ENSMUSG00000103794,0,0,0,0,0,0,0,0
ENSMUSG00000099170,0,0,0,0,0,0,0,0
ENSMUSG00000032352,334,288,265,217,343,60,198,215
ENSMUSG00000099094,47,42,38,25,30,5,28,24
ENSMUSG00000098895,0,0,0,0,0,0,0,0
ENSMUSG00000093211,0,0,0,0,0,0,0,0
ENSMUSG00000044938,2,1,1,6,1,0,2,0
ENSMUSG00000111225,0,0,0,0,0,0,0,0
ENSMUSG00000110838,0,0,0,0,0,0,0,0
ENSMUSG00000111014,0,0,0,0,0,0,0,0
ENSMUSG00000032350,705,654,745,744,873,131,407,597
ENSMUSG00000111253,0,0,0,0,1,0,0,0
ENSMUSG00000111250,1,0,1,0,0,0,0,2
ENSMUSG00000111580,0,0,0,0,0,0,0,0
ENSMUSG00000110724,0,0,0,0,0,0,0,0
ENSMUSG00000032349,2346,2652,1918,1695,2482,606,1247,2141
ENSMUSG00000111610,1,0,1,2,1,0,1,0
ENSMUSG00000077730,0,0,0,0,0,0,0,0
ENSMUSG00000111335,0,0,0,0,0,0,0,0
ENSMUSG00000111850,0,1,0,0,0,0,0,0
ENSMUSG00000023333,0,0,0,0,0,0,0,0
ENSMUSG00000111596,1,2,0,0,0,1,0,0
ENSMUSG00000001366,337,360,312,195,609,84,216,305
ENSMUSG00000009828,477,662,528,570,506,142,283,533
ENSMUSG00000065037,1399856,1541493,1640300,1970884,1086767,533733,1386603,1156074
ENSMUSG00000097574,59,36,63,15,74,11,25,36
ENSMUSG00000032348,95,76,80,42,140,28,67,95
ENSMUSG00000111015,0,0,0,0,0,0,0,0
ENSMUSG00000074183,0,0,0,0,0,0,0,0
ENSMUSG00000110919,0,0,0,0,0,0,0,0
ENSMUSG00000111709,0,0,0,0,0,0,0,0
ENSMUSG00000111423,0,0,0,0,0,0,0,0
ENSMUSG00000074179,0,0,0,0,0,0,0,0
ENSMUSG00000066463,0,0,0,0,0,0,0,0
ENSMUSG00000090802,0,0,0,0,0,0,0,0
ENSMUSG00000038750,0,0,0,0,0,0,0,0
ENSMUSG00000057933,1,0,0,1,0,0,0,0
ENSMUSG00000060461,0,0,0,0,0,0,0,0
ENSMUSG00000032346,0,0,1,0,0,0,1,0
ENSMUSG00000083032,0,0,0,0,0,0,0,0
ENSMUSG00000090724,0,0,0,0,0,0,2,0
ENSMUSG00000070291,1,2,0,0,2,0,1,3
ENSMUSG00000087052,0,1,0,0,0,0,0,0
ENSMUSG00000032344,22,31,22,15,34,0,15,20
ENSMUSG00000090317,3,3,0,4,6,2,0,4
ENSMUSG00000032342,302,288,248,208,376,54,153,242
ENSMUSG00000037742,16471,12567,11501,7459,20445,2390,7829,8338
ENSMUSG00000076138,0,0,0,0,0,0,0,0
ENSMUSG00000111417,4,6,5,4,6,2,6,5
ENSMUSG00000049624,199,220,163,159,249,46,119,167
ENSMUSG00000046186,251,115,250,105,361,37,157,149
ENSMUSG00000091147,0,0,0,0,0,0,0,0
ENSMUSG00000111139,0,0,0,0,0,0,0,0
ENSMUSG00000110809,0,0,0,0,0,0,0,0
ENSMUSG00000059422,0,1,0,0,0,0,0,1
ENSMUSG00000111081,2,0,0,0,0,0,0,0
ENSMUSG00000111309,0,0,0,0,0,0,0,0
ENSMUSG00000111363,0,0,0,0,0,0,0,0
ENSMUSG00000110923,0,0,0,0,0,0,0,0
ENSMUSG00000111638,0,0,0,0,0,0,0,0
ENSMUSG00000102020,0,0,0,0,0,0,0,0
ENSMUSG00000111670,0,0,0,0,0,0,0,0
ENSMUSG00000110856,0,0,0,0,0,0,0,0
ENSMUSG00000111492,0,0,0,0,0,0,0,0
ENSMUSG00000111336,42,27,25,12,36,9,28,20
ENSMUSG00000111633,0,0,0,0,0,0,0,0
ENSMUSG00000111560,0,0,0,0,0,0,0,0
ENSMUSG00000111765,0,0,0,0,2,0,0,0
ENSMUSG00000111207,0,0,0,0,0,0,0,0
ENSMUSG00000032332,105,256,114,193,116,49,46,157
ENSMUSG00000086608,0,2,0,0,0,0,0,0
ENSMUSG00000032330,4296,4016,4743,874,6882,1232,2334,3446
ENSMUSG00000032328,630,683,620,641,984,85,430,575
ENSMUSG00000086918,7,4,3,7,6,2,3,1
ENSMUSG00000034898,27,17,25,15,42,5,18,24
ENSMUSG00000092565,0,0,0,0,0,0,0,0
ENSMUSG00000092581,0,0,0,0,0,0,0,0
ENSMUSG00000111827,0,0,0,0,0,0,0,0
ENSMUSG00000088908,0,0,0,0,0,0,0,0
ENSMUSG00000111574,0,0,0,0,0,0,0,0
ENSMUSG00000034252,591,553,704,585,581,93,341,549
ENSMUSG00000093779,1,0,0,0,4,0,0,1
ENSMUSG00000084917,0,0,0,2,1,0,2,0
ENSMUSG00000033577,1570,1073,1366,721,2123,179,915,1065
ENSMUSG00000099016,5,0,2,1,3,0,2,4
ENSMUSG00000032343,0,0,0,0,0,0,0,0
ENSMUSG00000111267,0,0,0,0,0,0,0,0
ENSMUSG00000111510,0,0,0,0,0,0,0,0
ENSMUSG00000111717,0,0,0,0,0,0,0,0
ENSMUSG00000098685,0,0,0,0,0,0,0,0
ENSMUSG00000098935,0,0,0,0,0,0,0,0
ENSMUSG00000097655,0,0,0,0,0,0,0,0
ENSMUSG00000099085,0,0,0,0,0,0,0,0
ENSMUSG00000098429,0,0,0,0,0,0,0,0
ENSMUSG00000049511,19,20,16,15,34,7,5,18
ENSMUSG00000097466,0,1,0,0,0,0,0,0
ENSMUSG00000079225,4,2,3,2,5,1,2,1
ENSMUSG00000097241,0,0,0,0,0,0,0,0
ENSMUSG00000043289,0,0,0,2,0,0,0,0
ENSMUSG00000103536,0,0,0,0,0,0,0,0
ENSMUSG00000110748,0,0,0,0,0,0,0,0
ENSMUSG00000081273,0,0,0,0,0,1,0,0
ENSMUSG00000077415,0,0,0,0,0,0,0,0
ENSMUSG00000111697,0,0,0,0,0,0,0,0
ENSMUSG00000099266,0,0,0,0,0,0,0,0
ENSMUSG00000089066,0,0,0,0,0,0,0,0
ENSMUSG00000088760,0,0,0,0,0,0,0,0
ENSMUSG00000098420,0,0,0,0,0,0,0,0
ENSMUSG00000032251,200,242,167,234,173,66,126,212
ENSMUSG00000032253,353,320,336,279,578,72,221,358
ENSMUSG00000111839,0,0,0,0,0,0,0,0
ENSMUSG00000099188,0,0,0,0,0,0,0,0
ENSMUSG00000111774,1,1,0,0,0,0,0,0
ENSMUSG00000066456,706,571,507,345,635,55,287,344
ENSMUSG00000102882,9,7,10,5,17,2,4,8
ENSMUSG00000101144,11,7,7,4,6,1,6,5
